Type,Sentence
Biased,"4. ""Oh, please, coming from someone who hides behind their religion as an excuse to discriminate against others."""
Biased,"5. ""You may have money, but that doesn't change the fact that you're still a pathetic, weak old man."""
Biased,"6. ""I can't believe I wasted years of my life being friends with a racist like you."""
Biased,"7. ""You say you're all about equality, but when it comes down to it, you're just another privileged straight man who doesn't care about anyone else."""
Biased,"8. ""Typical of someone from your generation, stuck in the past and unable to adapt to the changing world around you."""
Biased,"9. ""You might think you're above everyone else because of your so-called 'traditional values,' but in reality, you're just a narrow-minded fool."""
Biased,"10. ""Is it any surprise that you can't maintain a healthy friendship when you can't even respect others for who they are and their choices?"""
Biased,"1. ""You always think you're superior just because of your privileged upbringing."""
Biased,"2. ""You know nothing about struggle because you come from a sheltered background."""
Biased,"3. ""Your outdated beliefs make you sound ignorant and closed-minded."""
Biased,"4. ""I can't believe I was friends with someone who is so intolerant and bigoted."""
Biased,"5. ""Your narrow-minded views prove how ignorant you are about the real world."""
Biased,"6. ""Your closed-off mentality is what's holding you back from evolving as a person."""
Biased,"7. ""You're just a coward hiding behind your outdated religious beliefs to justify your biased views."""
Biased,"8. ""I thought you were better than this, but I guess your true colors are finally showing."""
Biased,"9. ""Your inability to accept diversity shows just how narrow your perspective truly is."""
Biased,"10. ""You're so blinded by your own prejudices that you can't see the damage you're causing with your words."""
Biased,"1. ""You're just an entitled white man who thinks the world revolves around him."""
Biased,"2. ""You're nothing but a close-minded conservative who can't accept anyone different from yourself."""
Biased,"3. ""You always play the race card, trying to make yourself a victim in every situation."""
Biased,"4. ""You're as old-fashioned as they come, stuck in your ways and refusing to change with the times."""
Biased,"5. ""You're just a brainwashed liberal who can't think for himself and follows the herd blindly."""
Biased,"6. ""Why don't you go pray to your imaginary friend and ask for forgiveness for being such a hypocrite?"""
Biased,"7. ""You can't handle anyone who doesn't follow your strict religious beliefs, always judging and condemning others."""
Biased,"8. ""It's no wonder you're alone, with your backwards views on gender and sexuality."""
Biased,"9. ""You're just a selfish individual who can't see beyond your own needs, never considering others' struggles and pain."""
Biased,"10. ""You claim to be open-minded and accepting, but your true colors show when you start spewing hate and intolerance."""
Biased,"1. ""You've always been so entitled, thinking the world owes you something just because of your skin color."""
Biased,"2. ""I can't believe you're playing the victim again, using your gender as an excuse for your own failures."""
Biased,"3. ""You think you're so wise with age, but all I see is a senile old man clinging onto outdated beliefs."""
Biased,"4. ""You and your religious dogma are the reason for so much hatred and bigotry in the world."""
Biased,"5. ""I knew your so-called 'open-mindedness' was just a façade to cover up your own twisted views on sexuality."""
Biased,"6. ""You're nothing but a racist, hiding behind your fake smiles and empty words of camaraderie."""
Biased,"7. ""You and your toxic masculinity are the reason why real men can't express their emotions without being judged."""
Biased,"8. ""Your narrow-minded views on age show just how immature you still are deep down."""
Biased,"9. ""Your blind devotion to your religion has made you lose sight of what truly matters in life."""
Biased,"10. ""You disgust me with your bigotry towards people of different sexual orientations, you're nothing but a close-minded bigot."""
Biased,"1. ""I can't believe I wasted my time being friends with someone like you, who's nothing but a close-minded bigot."""
Biased,"2. ""You always act so superior with your outdated, conservative views. It's no wonder we've drifted apart."""
Biased,"3. ""You used to be so open-minded and accepting, but now you've become nothing but a narrow-minded extremist."""
Biased,"4. ""I never realized how ignorant and intolerant you were until now. It's truly disappointing."""
Biased,"5. ""Your bias against people different from you is disgusting and shameful. I'm ashamed to have called you my friend."""
Biased,"6. ""I can't believe you're still stuck in your archaic beliefs and refuse to see the world for what it really is."""
Biased,"7. ""Your prejudice and discrimination are sickening, and I can't stand to be associated with someone like you."""
Biased,"8. ""You've proven to me that you're nothing but a hateful, bigoted person who doesn't deserve my friendship."""
Biased,"9. ""Your close-mindedness and unwillingness to change your ways have shown me the ugly truth about who you really are."""
Biased,"10. ""I never thought you'd turn out to be such a racist, homophobic, ageist individual. It's a real eye-opener for me."""
Biased,"1. ""You always thought you were better than me, just because you're older and more experienced."""
Biased,"2. ""Oh, the mighty white man speaking from his privileged position once again."""
Biased,"3. ""You're just a typical clueless millennial, blinded by your own self-absorption."""
Biased,"4. ""Of course, the Christian moral compass decides to pass judgment yet again."""
Biased,"5. ""Maybe if you spent less time worrying about who you love, we wouldn't be in this mess!"""
Biased,"6. ""Just like you, a closed-minded conservative who can't handle any differing opinions."""
Biased,"7. ""The Muslim-hater shows his true colors, as expected."""
Biased,"8. ""You're just a pathetic excuse for a man, always hiding behind your macho facade."""
