Type,Sentence
Cyberbullying,"3. ""It's no wonder people turn their backs on you, you're nothing but a toxic presence."""
Cyberbullying,"4. ""I regret ever confiding in you, all you know how to do is betray trust."""
Cyberbullying,"5. ""You're just like everyone else, all talk and no action when it matters."""
Cyberbullying,"6. ""Maybe if you weren't so self-absorbed, you'd see how your actions hurt those around you."""
Cyberbullying,"7. ""I thought you had a spine, but turns out you're just a coward hiding behind a screen."""
Cyberbullying,"8. ""You think you're so superior, but in reality, you're just a pathetic excuse for a friend."""
Cyberbullying,"9. ""You're a master manipulator, using people like pawns in your twisted games."""
Cyberbullying,"10. ""I used to value our friendship, but now I see it was all a façade from your end."""
Cyberbullying,"1. ""You're nothing but a fake friend who never cared about anyone but yourself."""
Cyberbullying,"2. ""I can't believe I wasted my time being friends with someone as low as you."""
Cyberbullying,"3. ""You're just a pathetic loser who can't handle the truth."""
Cyberbullying,"4. ""You've always been jealous of me, and now it's all coming out."""
Cyberbullying,"5. ""You're a backstabber who can't be trusted, and everyone knows it."""
Cyberbullying,"6. ""You're so desperate for attention that you'll do anything to bring others down with you."""
Cyberbullying,"7. ""You're a disaster waiting to happen, and I'm done cleaning up after you."""
Cyberbullying,"8. ""You're such a coward hiding behind your phone, you can't even face me in person."""
Cyberbullying,"9. ""You're a toxic presence in my life that I'm finally getting rid of."""
Cyberbullying,"10. ""You're nothing but a joke, and I'm laughing at how pathetic you truly are."""
Cyberbullying,"1. ""You were always two-faced, pretending to be my friend when all you wanted was to use me."""
Cyberbullying,"2. ""I can't believe how blind I was to trust someone like you, you're no different from the rest."""
Cyberbullying,"3. ""You think you're so smart, but you're just a selfish, cowardly traitor."""
Cyberbullying,"4. ""You were never there for me when I needed you the most, how can I call you a friend?"""
Cyberbullying,"5. ""You're a phony, your fake kindness disgusts me, no wonder everyone sees through you now."""
Cyberbullying,"6. ""I regret every moment wasted on someone as toxic and manipulative as you."""
Cyberbullying,"7. ""You have no integrity, no loyalty, you're nothing but a snake in the grass."""
Cyberbullying,"8. ""You're just a petty, jealous little man who can't stand to see anyone else succeed."""
Cyberbullying,"9. ""I used to look up to you, but now I see you for the manipulative, conniving person you truly are."""
Cyberbullying,"10. ""You don't deserve anyone's friendship, you're a backstabbing, self-serving weasel."""
Cyberbullying,"1. I trusted you with my deepest secrets, and now I see what a mistake that was."
Cyberbullying,2. Your betrayal cuts deeper than any knife could ever hurt me.
Cyberbullying,"3. You've shown your true colors, and they are uglier than I could have imagined."
Cyberbullying,"4. You used to be someone I admired, but now you're just a pathetic excuse for a friend."
Cyberbullying,5. I can't believe I wasted years of my life thinking you were worth it.
Cyberbullying,"6. You think you're so perfect, but everyone can see through your facade now."
Cyberbullying,"7. You're a snake in the grass, slithering around and deceiving everyone in your path."
Cyberbullying,"8. The lies you told are like poison, infecting everything good that we had."
Cyberbullying,9. I hope the guilt of what you've done eats away at you every single day.
Cyberbullying,"10. You've lost the one person who truly cared about you, and you'll never find that again."
Cyberbullying,"1. You were always so full of yourself, it's no wonder I can't stand you anymore."
Cyberbullying,2. You're nothing but a fake friend who only cares about themselves.
Cyberbullying,3. Why don't you just do everyone a favor and disappear from our lives?
Cyberbullying,4. I can't believe I wasted so much time being friends with someone as toxic as you.
Cyberbullying,5. You're a backstabbing snake and I regret ever trusting you with anything.
Cyberbullying,6. Your constant need for attention is pathetic and annoying.
Cyberbullying,7. You're just a sad excuse for a human being and I'm done pretending otherwise.
Cyberbullying,8. I hope you enjoy being alone because you certainly won't find any true friends like me.
Cyberbullying,"9. You're a loser who will never amount to anything, and everyone can see it except you."
Cyberbullying,"10. The worst decision I ever made was letting you into my life, and I'm glad I've finally seen the light."
Cyberbullying,"1. ""You're nothing but a selfish, backstabbing snake!"""
Cyberbullying,"2. ""You always play the victim card, typical of you!"""
Cyberbullying,"3. ""I never really respected you, it was all an act."""
Cyberbullying,"4. ""Your lack of loyalty is disgusting, just like your personality."""
Cyberbullying,"5. ""You've always been jealous of me, haven't you?"""
Cyberbullying,"6. ""I regret ever considering you a friend, you're a joke."""
Cyberbullying,"7. ""You're delusional if you think anyone likes you for who you are."""
Cyberbullying,"8. ""Your manipulative tactics won't work on me anymore."""
Cyberbullying,"9. ""I should have seen through your facade a long time ago."""
Cyberbullying,"10. ""You're a sad excuse for a human being, just admit it."""
Cyberbullying,1. You were always jealous of me and my success.
Cyberbullying,2. You're nothing but a pathetic loser who always needs my help.
Cyberbullying,3. I can't believe I wasted so much time on a fake friend like you.
Cyberbullying,"4. All you do is bring drama and negativity into my life, I'm better off without you."
Cyberbullying,5. You're just a toxic person who doesn't deserve anyone's friendship.
Cyberbullying,"6. Remember when you needed me? Well, guess what? I don't need you anymore."
Cyberbullying,"7. Your insecurities are so obvious, you need to grow up and stop being so needy."
Cyberbullying,"8. I'm tired of pretending to like you, you're a burden that I no longer want to carry."
Cyberbullying,"9. I regret ever becoming friends with you, it was a mistake on my part."
Cyberbullying,10. You're not worth my time or energy - goodbye forever.
Cyberbullying,"1. You were never a true friend, just someone who used me for your benefit."
Cyberbullying,"2. You're such a coward hiding behind your phone, afraid to face me in person."
Cyberbullying,3. I can't believe I wasted so much time with someone as fake as you.
Cyberbullying,4. Your selfishness and disregard for others is truly disgusting.
Cyberbullying,5. You are so quick to throw me under the bus whenever it benefits you.
Cyberbullying,6. I hope you realize one day what a toxic and manipulative person you are.
Cyberbullying,7. Your lies and deceit have finally caught up with you.
Cyberbullying,8. You're nothing but a heartless and cruel individual who enjoys tearing people down.
Cyberbullying,9. I regret ever trusting someone as two-faced as you.
Cyberbullying,10. The world would be a much better place without someone like you in it.
Cyberbullying,"1. You were always a coward, hiding behind your false pretense of friendship."
Cyberbullying,"2. Your selfishness knows no bounds, using everyone for your own gain."
Cyberbullying,"3. You betrayed me, spreading lies and deceit to cover your tracks."
Cyberbullying,"4. I used to respect you, but now I see you for the shallow person you truly are."
Cyberbullying,"5. Your jealousy is pathetic, always wanting what others have instead of working for it yourself."
Cyberbullying,"6. No wonder you have no real friends left, your backstabbing ways have pushed them all away."
Cyberbullying,"7. Your manipulative tactics don't work on me anymore, I see through your facade."
Cyberbullying,8. How could I have been fooled by someone as despicable as you?
Cyberbullying,"9. You thrive on drama, causing chaos in the lives of those who once cared about you."
Cyberbullying,"10. The only thing you're good at is tearing others down, but you'll never break me."
Cyberbullying,"1. ""You're such a coward, hiding behind your phone instead of facing me like a man."""
